id	gene	chrom	chromStart	chromEnd	strand
ENSG00000157330.8	C1orf158	chr1	12746215	12763699	+
ENSG00000116726.4	PRAMEF12	chr1	12774841	12777906	+
ENSG00000116721.9	PRAMEF1	chr1	12791397	12796628	+
ENSG00000228338.1	RP5-845O24.8	chr1	12822686	12823159	-
ENSG00000239810.3	PRAMEF11	chr1	12824605	12831410	-
ENSG00000279195.1	PRAMEF11	chr1	12824942	12828663	-
ENSG00000231103.2	RP5-845O24.3	chr1	12838125	12841357	-
ENSG00000179172.8	HNRNPCL1	chr1	12847377	12947578	-
ENSG00000120952.4	PRAMEF2	chr1	12857086	12861909	+
ENSG00000243073.3	PRAMEF4	chr1	12879224	12886201	-
ENSG00000187545.5	PRAMEF10	chr1	12892896	12898270	-
ENSG00000204510.4	PRAMEF7	chr1	12916610	12920482	+
ENSG00000207434.1	RNU6-1072P	chr1	12922554	12922660	+
ENSG00000234064.1	RP11-450I1.2	chr1	12926162	12928253	+
ENSG00000232423.4	PRAMEF6	chr1	12938472	13056491	-
ENSG00000274178.2	CH17-409J4.2	chr1	13029339	13032130	+
ENSG00000274764.3	WI2-3308P17.2	chr1	13049476	13155947	-
ENSG00000280267.2	PRAMEF25	chr1	13049476	13158092	-
ENSG00000229571.5	PRAMEF26	chr1	13060853	13077884	+
ENSG00000277058.2	HNRNPCL3	chr1	13060869	13062229	+
ENSG00000277862.1	WI2-2994D6.1	chr1	13095179	13097971	-
ENSG00000236179.1	RP13-221M14.4	chr1	13104403	13105689	-
ENSG00000275774.2	HNRNPCL2	chr1	13115496	13116854	-
ENSG00000229978.1	RP13-221M14.3	chr1	13128818	13131615	+
ENSG00000233336.1	RP13-221M14.2	chr1	13146981	13147460	-
ENSG00000179412.10	HNRNPCL4	chr1	13164586	13165467	-
ENSG00000204505.4	PRAMEF25	chr1	13172455	13179464	+
ENSG00000279169.1	CH17-228N4.2	chr1	13196823	13199589	-
ENSG00000279804.1	PRAMEF18	chr1	13222695	13226133	-
ENSG00000250894.1	RP11-450I1.4	chr1	13245863	13248652	+
ENSG00000270601.3	PRAMEF5	chr1	13254198	13263435	+
ENSG00000231219.1	RP11-219C24.8	chr1	13273539	13275627	-
ENSG00000207511.1	RNU6-771P	chr1	13279125	13279231	-
ENSG00000182330.9	PRAMEF8	chr1	13281035	13285174	-
ENSG00000204501.5	PRAMEF9	chr1	13303509	13322598	+
ENSG00000237700.1	RP11-219C24.6	chr1	13305955	13308887	+
ENSG00000228229.2	RP11-219C24.10	chr1	13324039	13324518	+
ENSG00000204481.7	PRAMEF14	chr1	13342034	13347134	-
ENSG00000204480.7	PRAMEF19	chr1	13369067	13371693	-
ENSG00000204479.4	PRAMEF17	chr1	13389632	13392629	+
ENSG00000204478.8	PRAMEF20	chr1	13410450	13421328	+
ENSG00000162494.5	LRRC38	chr1	13474977	13514048	-
ENSG00000259961.1	RP4-597A16.2	chr1	13513220	13516270	+
ENSG00000215909.3	RP4-597A16.3	chr1	13555001	13555694	+
ENSG00000162493.15	PDPN	chr1	13583465	13617957	+
ENSG00000222952.1	RNA5SP41	chr1	13623184	13623284	-
ENSG00000266358.1	AL359771.1	chr1	13623902	13624002	-
ENSG00000237445.2	CTA-520D8.2	chr1	13657311	13659910	-
ENSG00000253085.1	SCARNA11	chr1	13696070	13696199	-
ENSG00000116731.21	PRDM2	chr1	13700198	13825079	+
ENSG00000252151.1	RNU6-1265P	chr1	14124233	14124335	-
ENSG00000231606.1	RP11-344F13.1	chr1	14221891	14223118	-
ENSG00000234593.1	RP4-704D23.1	chr1	14348955	14351023	-
ENSG00000189337.14	KAZN	chr1	14598704	15118043	+
ENSG00000280763.1	AL034395.1	chr1	14607334	14607436	-
ENSG00000235829.1	TBCAP2	chr1	14692129	14692613	-
ENSG00000175147.10	TMEM51-AS1	chr1	15111815	15152464	-
ENSG00000171729.12	TMEM51	chr1	15152532	15220480	+
ENSG00000204464.6	C1orf195	chr1	15164344	15171317	-
ENSG00000215720.4	RP1-21O18.3	chr1	15191828	15192845	-
ENSG00000278480.1	RP5-903E17.2	chr1	15226373	15227549	+
ENSG00000142621.18	FHAD1	chr1	15247272	15400283	+
ENSG00000233485.1	RP3-467K16.2	chr1	15326680	15343876	-
ENSG00000236045.1	RP3-467K16.7	chr1	15334166	15335464	-
ENSG00000228140.1	RP3-467K16.4	chr1	15402979	15409433	-
ENSG00000142634.11	EFHD2	chr1	15409895	15430343	+
ENSG00000162438.10	CTRC	chr1	15438439	15449242	+
ENSG00000142615.7	CELA2A	chr1	15456728	15472091	+
ENSG00000215704.8	CELA2B	chr1	15465909	15491400	+
ENSG00000132906.16	CASP9	chr1	15490832	15526534	-
ENSG00000116138.11	DNAJC16	chr1	15526813	15592379	+
ENSG00000251866.1	SCARNA21	chr1	15542165	15542304	+
ENSG00000272510.1	RP4-680D5.8	chr1	15565611	15565956	-
ENSG00000116771.5	AGMAT	chr1	15572353	15585110	-
ENSG00000237301.1	RP4-680D5.2	chr1	15586136	15603626	-
ENSG00000235084.3	CHCHD2P6	chr1	15604597	15605043	+
ENSG00000252417.1	RNU7-179P	chr1	15608078	15608145	-
ENSG00000236500.1	RP4-680D5.4	chr1	15614643	15614867	-
ENSG00000197312.10	DDI2	chr1	15617500	15669044	+
ENSG00000215695.1	RSC1A1	chr1	15659869	15661722	+
ENSG00000271742.1	RP4-680D5.9	chr1	15682873	15683128	-
ENSG00000116786.10	PLEKHM2	chr1	15684332	15734769	+
ENSG00000264048.1	AL121992.1	chr1	15684472	15684558	+
ENSG00000237938.4	RP11-288I21.1	chr1	15720312	15736896	-
ENSG00000162461.7	SLC25A34	chr1	15736405	15741396	+
ENSG00000224459.1	RP11-169K16.4	chr1	15740051	15749896	-
ENSG00000162460.6	TMEM82	chr1	15742422	15747982	+
ENSG00000162458.11	FBLIM1	chr1	15756607	15786594	+
ENSG00000280788.1	Metazoa_SRP	chr1	15763490	15763757	+
ENSG00000224321.1	RP11-169K16.6	chr1	15792796	15793285	+
ENSG00000233954.6	UQCRHL	chr1	15807169	15809348	-
ENSG00000178715.8	RP11-169K16.8	chr1	15828232	15828669	+
ENSG00000179743.3	FLJ37453	chr1	15834479	15848147	-
ENSG00000065526.9	SPEN	chr1	15847864	15940460	+
ENSG00000270620.1	RP1-134O19.3	chr1	15917698	15917908	-
ENSG00000116809.10	ZBTB17	chr1	15941869	15976132	-
ENSG00000234607.2	RP11-5P18.1	chr1	15969632	15970194	+
ENSG00000231353.1	RP11-5P18.3	chr1	15988182	15988441	+
ENSG00000275503.1	RP11-5P18.11	chr1	15989140	15989375	-
ENSG00000224966.4	TBC1D3P6	chr1	15989871	15994751	+
ENSG00000183888.4	C1orf64	chr1	16004236	16008807	+
ENSG00000233078.1	RP11-5P18.5	chr1	16006160	16006671	-
ENSG00000173641.16	HSPB7	chr1	16014028	16019594	-
ENSG00000186510.10	CLCNKA	chr1	16018875	16034050	+
ENSG00000232456.1	RP11-5P18.10	chr1	16035178	16040029	-
ENSG00000184908.16	CLCNKB	chr1	16043736	16057308	+
ENSG00000185519.8	FAM131C	chr1	16057769	16073632	-
ENSG00000142627.12	EPHA2	chr1	16124337	16156087	-
ENSG00000227959.1	RP11-276H7.2	chr1	16155211	16157329	+
ENSG00000224621.1	RP11-276H7.3	chr1	16159266	16161883	+
ENSG00000142632.15	ARHGEF19	chr1	16197854	16212609	-
ENSG00000234166.1	ARHGEF19-AS1	chr1	16197854	16198357	+
ENSG00000237276.7	ANO7P1	chr1	16215909	16228027	-
ENSG00000132881.10	RSG1	chr1	16231700	16237162	-
ENSG00000233929.1	MT1XP1	chr1	16241213	16241398	-
ENSG00000037637.9	FBXO42	chr1	16246839	16352454	-
ENSG00000055070.15	SZRD1	chr1	16352575	16398145	+
ENSG00000226457.1	RP11-430L17.1	chr1	16369150	16369530	-
ENSG00000187144.10	SPATA21	chr1	16387117	16437424	-
ENSG00000281598.1	AL358794.1	chr1	16408508	16408583	+
ENSG00000157191.18	NECAP2	chr1	16440672	16460078	+
ENSG00000226029.1	RP4-798A10.2	chr1	16460948	16468481	+
ENSG00000080947.13	CROCCP3	chr1	16467436	16499257	-
ENSG00000206652.1	RNU1-1	chr1	16514122	16514285	-
ENSG00000261135.1	RP4-798A10.7	chr1	16514645	16515754	+
ENSG00000224174.2	RP4-798A10.4	chr1	16520694	16521796	+
ENSG00000233421.4	RP5-875O13.1	chr1	16533886	16536172	-
ENSG00000277344.1	U1	chr1	16534081	16534224	-
ENSG00000268991.2	FAM231C	chr1	16539066	16539575	+
ENSG00000225710.1	RP5-875O13.6	chr1	16548651	16552531	-
ENSG00000266584.1	AL355149.1	chr1	16548914	16548987	+
ENSG00000219481.9	NBPF1	chr1	16562319	16613562	-
ENSG00000271732.1	RP5-1182A14.5	chr1	16617391	16617729	+
ENSG00000215908.6	CROCCP2	chr1	16618262	16644683	-
ENSG00000186301.8	MST1P2	chr1	16645622	16650289	+
ENSG00000207513.1	RNU1-3	chr1	16666785	16666948	-
ENSG00000237847.2	FAM231A	chr1	16673003	16673512	+
ENSG00000280114.1	RP5-875O13.7	chr1	16681097	16688749	-
ENSG00000264742.1	AL021920.1	chr1	16681255	16681328	+
ENSG00000236698.1	EIF1AXP1	chr1	16685621	16686055	-
ENSG00000268869.4	ESPNP	chr1	16687339	16720157	-
ENSG00000279151.1	RP1-163M9.7	chr1	16701546	16705594	+
ENSG00000279132.1	FAM231A	chr1	16733951	16734461	-
ENSG00000058453.15	CROCC	chr1	16740273	16972979	+
ENSG00000207389.1	RNU1-4	chr1	16740516	16740679	+
ENSG00000227684.1	CROCCP4	chr1	16750233	16750964	+
ENSG00000186715.9	MST1L	chr1	16754910	16770237	-
ENSG00000223643.5	RP11-108M9.1	chr1	16851257	16853129	-
ENSG00000230239.1	RP11-108M9.2	chr1	16855407	16859284	+
ENSG00000263811.1	MIR3675	chr1	16858949	16859021	-
ENSG00000228549.3	RP11-108M9.3	chr1	16870945	16874092	+
ENSG00000277234.1	U1	chr1	16873708	16873851	+
ENSG00000238142.1	RP11-108M9.4	chr1	16888538	16889649	-
ENSG00000235241.1	RP11-108M9.5	chr1	16889095	16889602	+
ENSG00000207005.1	RNU1-2	chr1	16895980	16896143	+
ENSG00000272426.1	RP11-108M9.6	chr1	16904339	16904776	-
ENSG00000117122.12	MFAP2	chr1	16974502	16980835	-
ENSG00000226526.1	RP1-37C10.3	chr1	16978926	17005091	+
ENSG00000159363.16	ATP13A2	chr1	16985958	17011928	-
ENSG00000117118.8	SDHB	chr1	17018722	17054170	-
ENSG00000117115.11	PADI2	chr1	17066761	17119435	-
ENSG00000281330.1	Y_RNA	chr1	17158197	17158284	+
ENSG00000204362.5	RP11-380J14.1	chr1	17189783	17197617	+
ENSG00000142623.9	PADI1	chr1	17205126	17246005	+
ENSG00000142619.4	PADI3	chr1	17249098	17284233	+
ENSG00000266634.1	MIR3972	chr1	17277889	17277975	+
ENSG00000159339.12	PADI4	chr1	17308195	17364004	+
ENSG00000280226.1	AC004824.2	chr1	17329012	17331796	-
ENSG00000276747.1	PADI6	chr1	17372196	17401699	+
ENSG00000179051.12	RCC2	chr1	17406760	17439724	-
ENSG00000227751.1	RP1-20B21.4	chr1	17406760	17407382	+
ENSG00000266727.1	AC004824.1	chr1	17413631	17413694	-
ENSG00000074964.15	ARHGEF10L	chr1	17539835	17697874	+
ENSG00000236648.1	RP11-473A10.2	chr1	17717687	17749978	+
ENSG00000278471.1	AL136529.1	chr1	17747169	17747222	+
ENSG00000117148.7	ACTL8	chr1	17755313	17827063	+
ENSG00000261781.1	RP11-174G17.2	chr1	18065657	18074412	+
ENSG00000117154.10	IGSF21	chr1	18107746	18378483	+
ENSG00000280222.1	RP11-174G17.3	chr1	18109389	18115861	+
ENSG00000230035.2	RP11-174G17	chr1	18166929	18179346	-
ENSG00000225387.1	RP11-422P22.1	chr1	18385829	18388514	+
ENSG00000179023.8	KLHDC7A	chr1	18480982	18486126	+
ENSG00000235282.3	DYNLL1P3	chr1	18513118	18513383	+
ENSG00000225478.2	RP1-8B22.2	chr1	18595414	18595636	+
ENSG00000009709.10	PAX7	chr1	18631006	18748866	+
ENSG00000179002.5	TAS1R2	chr1	18839599	18859682	-
ENSG00000255275.3	RP13-279N23.2	chr1	18849273	18921121	-
ENSG00000159423.15	ALDH4A1	chr1	18871430	18902781	-
ENSG00000265606.1	MIR4695	chr1	18883202	18883275	-
ENSG00000221662.1	MIR1290	chr1	18897071	18897148	-
ENSG00000169991.9	IFFO2	chr1	18904281	18956686	-
ENSG00000272084.1	RP5-1126H10.2	chr1	19072110	19075511	-
ENSG00000127481.13	UBR4	chr1	19074506	19210276	-
ENSG00000230424.1	RP1-43E13.2	chr1	19210501	19240704	+
ENSG00000127463.12	EMC1	chr1	19215664	19251552	-
ENSG00000053372.4	MRTO4	chr1	19251539	19260128	+
ENSG00000211454.12	AKR7L	chr1	19265982	19274194	-
ENSG00000162482.4	AKR7A3	chr1	19282558	19289250	-
ENSG00000270728.1	RP4-657E11.10	chr1	19297080	19297903	+
ENSG00000053371.11	AKR7A2	chr1	19303965	19312146	-
ENSG00000200403.1	RNU6-1099P	chr1	19305076	19305182	-
ENSG00000040487.11	PQLC2	chr1	19312326	19329300	+
ENSG00000077549.16	CAPZB	chr1	19338776	19485539	-
ENSG00000240490.3	RN7SL277P	chr1	19424384	19424671	+
ENSG00000201609.1	RNU4-28P	chr1	19510593	19510733	+
ENSG00000235185.1	RP5-1056L3.1	chr1	19591802	19596832	-
ENSG00000173436.12	MINOS1	chr1	19596977	19629821	+
ENSG00000270136.4	MINOS1-NBL1	chr1	19596979	19658056	+
ENSG00000226396.1	RP5-1056L3.3	chr1	19608114	19608568	+
ENSG00000158747.12	NBL1	chr1	19640554	19658456	+
ENSG00000158748.3	HTR6	chr1	19665287	19679562	+
ENSG00000162542.12	TMCO4	chr1	19682213	19799945	-
ENSG00000178828.6	RNF186	chr1	19814029	19815278	-
ENSG00000235434.1	RP11-91K11.2	chr1	19814367	19819502	+
ENSG00000169914.5	OTUD3	chr1	19882513	19912945	+
ENSG00000188784.4	PLA2G2E	chr1	19920009	19923617	-
ENSG00000242688.3	RN7SL304P	chr1	19970969	19971269	+
ENSG00000188257.9	PLA2G2A	chr1	19975431	19980416	-
ENSG00000127472.9	PLA2G5	chr1	20028179	20091190	+
ENSG00000117215.13	PLA2G2D	chr1	20111939	20119566	-
ENSG00000158786.4	PLA2G2F	chr1	20139326	20150386	+
ENSG00000227066.1	RP3-340N1.2	chr1	20154338	20160568	+
ENSG00000187980.6	PLA2G2C	chr1	20161253	20177424	-
ENSG00000225986.1	UBXN10-AS1	chr1	20184242	20186486	-
ENSG00000162543.5	UBXN10	chr1	20186085	20196048	+
ENSG00000228105.1	RP3-340N1.6	chr1	20243095	20244655	+
ENSG00000158816.14	VWA5B1	chr1	20290919	20354894	+
ENSG00000226664.1	RP4-745E8.2	chr1	20294211	20323187	-
ENSG00000236963.4	LINC01141	chr1	20360579	20431234	-
ENSG00000226487.1	RP4-749H3.2	chr1	20412304	20413253	-
ENSG00000162545.5	CAMK2N1	chr1	20482391	20486220	-
ENSG00000090432.6	MUL1	chr1	20499448	20508161	-
ENSG00000215520.3	RPS4XP4	chr1	20525989	20526751	+
ENSG00000183114.7	FAM43B	chr1	20552439	20555010	+
ENSG00000158825.5	CDA	chr1	20588948	20618908	+
ENSG00000158828.5	PINK1	chr1	20633455	20651511	+
ENSG00000273695.1	MIR6084	chr1	20633679	20633788	+
ENSG00000117242.7	PINK1-AS	chr1	20642657	20652193	-
ENSG00000244038.8	DDOST	chr1	20651767	20661544	-
ENSG00000117245.11	KIF17	chr1	20664014	20718017	-
ENSG00000235432.1	RP5-930J4.5	chr1	20692734	20694013	-
ENSG00000189410.10	SH2D5	chr1	20719732	20732837	-
ENSG00000233069.1	RP5-930J4.2	chr1	20732880	20733952	+
ENSG00000127483.16	HP1BP3	chr1	20742661	20787323	-
ENSG00000075151.18	EIF4G3	chr1	20806292	21176888	-
ENSG00000251914.1	RNU7-200P	chr1	20841241	20841302	+
ENSG00000221808.1	MIR1256	chr1	20988314	20988432	-
ENSG00000233072.1	RPS15AP6	chr1	21003550	21003934	-
ENSG00000236073.2	RP11-487E1.2	chr1	21073639	21073753	-
ENSG00000235112.1	HSPE1P27	chr1	21161475	21162081	+
ENSG00000117298.13	ECE1	chr1	21217247	21345504	-
ENSG00000236936.1	RP3-329E20.2	chr1	21266082	21267251	+
ENSG00000231105.1	RP5-1071N3.1	chr1	21293290	21299774	+
ENSG00000236216.5	PPP1R11P1	chr1	21397987	21398362	+
ENSG00000228823.1	RP11-293F5.8	chr1	21411460	21413293	-
ENSG00000236009.1	RP11-293F5.1	chr1	21415898	21417492	+
ENSG00000227001.3	NBPF2P	chr1	21424625	21427967	-
ENSG00000187952.9	HS6ST1P1	chr1	21428303	21429536	+
ENSG00000186543.7	CROCCP5	chr1	21434318	21437558	+
ENSG00000142794.17	NBPF3	chr1	21440128	21485005	+
ENSG00000176378.8	PFN1P10	chr1	21459756	21460082	-
ENSG00000162551.12	ALPL	chr1	21509372	21578412	+
ENSG00000233431.1	RP11-63N8.3	chr1	21586472	21591187	+
ENSG00000221781.1	AL359815.1	chr1	21592411	21592548	-
ENSG00000076864.18	RAP1GAP	chr1	21596215	21669363	-
ENSG00000090686.14	USP48	chr1	21678298	21783606	-
ENSG00000281866.1	U7	chr1	21741140	21741195	+
ENSG00000231978.2	RP11-132G19.3	chr1	21768269	21768575	+
ENSG00000187942.10	LDLRAD2	chr1	21812265	21825221	+
ENSG00000142798.15	HSPG2	chr1	21822245	21937297	-
ENSG00000232037.3	RP11-26H16.1	chr1	21908098	21908580	+
ENSG00000219073.6	CELA3B	chr1	21977021	21998642	+
ENSG00000273610.1	Metazoa_SRP	chr1	21987481	21987777	+
ENSG00000201919.1	RNU6-1022P	chr1	21987816	21987919	+
ENSG00000142789.18	CELA3A	chr1	22001656	22012539	+
ENSG00000278124.1	Metazoa_SRP	chr1	22010650	22010946	+
ENSG00000201273.1	RNU6-776P	chr1	22010985	22011088	+
ENSG00000228397.1	RP1-224A6.3	chr1	22023994	22024968	-
ENSG00000218510.5	LINC00339	chr1	22025188	22031223	+
ENSG00000070831.14	CDC42	chr1	22052627	22092946	+
ENSG00000230068.2	CDC42-IT1	chr1	22059197	22064199	+
ENSG00000271428.1	RP1-224A6.8	chr1	22068340	22068827	-
ENSG00000271840.1	RP1-224A6.9	chr1	22100613	22101360	+
ENSG00000162552.13	WNT4	chr1	22117305	22143969	-
ENSG00000266564.1	MIR4418	chr1	22266239	22266300	+
ENSG00000234397.3	RP11-415K20.1	chr1	22322840	22323331	-
ENSG00000279625.1	RP11-415K20.2	chr1	22364630	22366482	-
ENSG00000184677.15	ZBTB40	chr1	22451851	22531157	+
ENSG00000237200.1	ZBTB40-IT1	chr1	22517474	22519708	+
ENSG00000070886.9	EPHA8	chr1	22563564	22603594	+
ENSG00000276835.1	AL158086.1	chr1	22633308	22633416	-
ENSG00000173372.15	C1QA	chr1	22636506	22639608	+
ENSG00000159189.10	C1QC	chr1	22643630	22648110	+
ENSG00000173369.14	C1QB	chr1	22652762	22661538	+
ENSG00000133216.15	EPHB2	chr1	22710839	22921500	+
ENSG00000265422.1	MIR4684	chr1	22719517	22719598	+
ENSG00000216157.2	AL611946.1	chr1	22748817	22748911	-
ENSG00000225952.1	RP11-69E9.1	chr1	22835713	22836849	-
ENSG00000264014.1	MIR4253	chr1	22863159	22863226	-
ENSG00000215906.7	LACTBL1	chr1	22953043	22965338	-
ENSG00000227868.5	C1orf234	chr1	23010834	23015850	-
ENSG00000004487.14	KDM1A	chr1	23019448	23083689	+
ENSG00000240553.1	RP1-184J9.2	chr1	23020147	23088058	-
ENSG00000263793.1	MIR3115	chr1	23044305	23044372	+
ENSG00000266802.1	MIR4419A	chr1	23057858	23057934	-
ENSG00000169641.12	LUZP1	chr1	23084023	23177808	-
ENSG00000229010.1	RP5-979D14.1	chr1	23140325	23141142	+
ENSG00000206935.1	RNU6-514P	chr1	23162704	23162810	+
ENSG00000252578.1	RNU6-135P	chr1	23163953	23164053	+
ENSG00000179546.4	HTR1D	chr1	23191895	23194729	-
ENSG00000215381.3	RP5-1057J7.1	chr1	23244765	23245224	+
ENSG00000261326.2	LINC01355	chr1	23281309	23286752	-
ENSG00000125944.17	HNRNPR	chr1	23303771	23344336	-
ENSG00000125945.13	ZNF436	chr1	23359448	23369442	-
ENSG00000249087.5	ZNF436-AS1	chr1	23368997	23371839	+
ENSG00000201405.1	Y_RNA	chr1	23370254	23370346	+
ENSG00000271420.1	RP5-1057J7.7	chr1	23378380	23379029	-
ENSG00000204219.8	TCEA3	chr1	23381061	23424740	-
ENSG00000232482.2	RP4-654C18.1	chr1	23410832	23412146	+
ENSG00000088280.17	ASAP3	chr1	23428563	23484568	-
ENSG00000007968.6	E2F2	chr1	23506430	23531220	-
ENSG00000280791.1	Metazoa_SRP	chr1	23538035	23538313	+
ENSG00000235052.1	RP1-150O5.3	chr1	23549139	23550915	-
ENSG00000117318.8	ID3	chr1	23557918	23559794	-
ENSG00000197880.7	MDS2	chr1	23581495	23640568	+
ENSG00000229239.2	RP11-223J15.2	chr1	23670294	23680259	+
ENSG00000142676.11	RPL11	chr1	23691779	23696425	+
ENSG00000203589.2	RP5-886K2.1	chr1	23705801	23706934	-
ENSG00000011007.11	TCEB3	chr1	23743155	23762059	+
ENSG00000236810.4	TCEB3-AS1	chr1	23760382	23778287	-
ENSG00000057757.8	PITHD1	chr1	23778405	23788232	+
ENSG00000011009.9	LYPLA2	chr1	23790970	23795539	+
ENSG00000117308.13	GALE	chr1	23795599	23800804	-
ENSG00000117305.13	HMGCL	chr1	23801885	23838620	-
ENSG00000179163.11	FUCA1	chr1	23845077	23868294	-
ENSG00000188822.7	CNR2	chr1	23870526	23913362	-
ENSG00000229106.1	RP11-4M23.2	chr1	23901471	23902737	-
ENSG00000232557.3	RP11-4M23.3	chr1	23907111	23907885	+
ENSG00000264926.1	MIR378F	chr1	23929070	23929147	+
ENSG00000230228.2	RP11-4M23.4	chr1	23949016	23949383	-
ENSG00000189266.10	PNRC2	chr1	23959109	23963462	+
ENSG00000188529.13	SRSF10	chr1	23964804	23980927	-
ENSG00000215905.4	RP11-4M23.7	chr1	24007881	24008519	-
ENSG00000225315.2	RP11-293P20.2	chr1	24040835	24086799	+
ENSG00000142661.17	MYOM3	chr1	24056035	24112175	-
ENSG00000230703.1	RP11-293P20.4	chr1	24066774	24083565	+
ENSG00000142677.3	IL22RA1	chr1	24119771	24143121	-
ENSG00000185436.10	IFNLR1	chr1	24154157	24187959	-
ENSG00000230023.2	RP11-10N16.2	chr1	24200240	24211693	+
ENSG00000221032.3	AL590683.1	chr1	24227917	24228030	+
ENSG00000266511.1	AL590683.2	chr1	24279767	24279855	-
ENSG00000232298.2	RP11-10N16.3	chr1	24307556	24321901	-
ENSG00000158055.14	GRHL3	chr1	24319322	24364482	+
ENSG00000001460.16	STPG1	chr1	24356999	24416934	-
ENSG00000001461.15	NIPAL3	chr1	24415794	24472976	+
ENSG00000117602.10	RCAN3	chr1	24502351	24541040	+
ENSG00000264443.1	RP4-594I10.3	chr1	24538802	24556024	-
ENSG00000184454.6	NCMAP	chr1	24556111	24609328	+
ENSG00000227312.2	RP11-496D1.2	chr1	24563627	24563974	+
ENSG00000239106.1	Y_RNA	chr1	24625411	24625513	-
ENSG00000133226.15	SRRM1	chr1	24631716	24673267	+
ENSG00000169504.13	CLIC4	chr1	24745357	24844324	+
ENSG00000238482.1	RNU6-1208P	chr1	24777873	24777979	-
ENSG00000020633.17	RUNX3	chr1	24899511	24965121	-
ENSG00000278034.1	MIR6731	chr1	24919345	24919416	-
ENSG00000229162.1	RP11-84D1.1	chr1	24961345	24963097	+
ENSG00000261025.1	RP11-84D1.2	chr1	24968423	24970865	-
ENSG00000264371.1	MIR4425	chr1	25023503	25023586	+
ENSG00000233755.1	RP4-799D16.1	chr1	25043707	25113120	-
ENSG00000233419.3	RP4-781L3.1	chr1	25125053	25125454	-
ENSG00000231953.1	RP4-706G24.1	chr1	25208139	25208869	+
ENSG00000117614.8	SYF2	chr1	25222679	25232502	-
ENSG00000117616.16	RSRP1	chr1	25242237	25338213	-
ENSG00000272432.1	RP3-465N24.6	chr1	25247837	25248321	+
ENSG00000261349.1	RP3-465N24.5	chr1	25266102	25267136	-
ENSG00000187010.17	RHD	chr1	25272393	25330445	+
ENSG00000224183.1	SDHDP6	chr1	25294164	25294643	-
ENSG00000259984.1	RP11-335G20.7	chr1	25336429	25337465	-
ENSG00000183726.9	TMEM50A	chr1	25337917	25362361	+
ENSG00000188672.15	RHCE	chr1	25362249	25430192	-
ENSG00000238084.4	RP3-469D22.1	chr1	25398721	25399198	+
ENSG00000204178.8	TMEM57	chr1	25430858	25500209	+
ENSG00000157978.10	LDLRAP1	chr1	25543580	25568886	+
ENSG00000225643.1	RP11-70P17.1	chr1	25581478	25590356	+
ENSG00000117643.13	MAN1C1	chr1	25617468	25786207	+
ENSG00000233478.1	RP1-187B23.1	chr1	25644544	25659111	-
ENSG00000162430.15	SEPN1	chr1	25800176	25818224	+
ENSG00000255054.3	RP1-317E23.6	chr1	25811470	25823744	+
ENSG00000228172.4	RP1-317E23.3	chr1	25816749	25820797	-
ENSG00000117640.16	MTFR1L	chr1	25818640	25832942	+
ENSG00000272478.1	RP1-317E23.7	chr1	25831913	25832134	-
ENSG00000127423.9	AUNIP	chr1	25831913	25859458	-
ENSG00000236528.1	RP1-125I3.2	chr1	25859613	25863420	+
ENSG00000182749.5	PAQR7	chr1	25861210	25871253	-
ENSG00000207302.1	Y_RNA	chr1	25877496	25877605	+
ENSG00000117632.19	STMN1	chr1	25884181	25906991	-
ENSG00000229786.1	SNRPFP2	chr1	25887360	25887610	+
ENSG00000223624.1	RP1-125I3.4	chr1	25888970	25889109	+
ENSG00000264021.1	MIR3917	chr1	25906362	25906454	-
ENSG00000266763.1	AL033528.1	chr1	25911749	25911822	+
ENSG00000158006.12	PAFAH2	chr1	25959767	25998157	-
ENSG00000207237.1	RNU6-110P	chr1	25964197	25964300	+
ENSG00000252190.1	SCARNA17	chr1	26006006	26006130	+
ENSG00000252691.1	SCARNA18	chr1	26006216	26006299	+
ENSG00000158008.8	EXTL1	chr1	26019884	26036464	+
ENSG00000158014.13	SLC30A2	chr1	26037252	26046133	-
ENSG00000158022.6	TRIM63	chr1	26051304	26068436	-
ENSG00000265320.1	AL391650.1	chr1	26071578	26071677	+
ENSG00000175087.8	PDIK1L	chr1	26111165	26125543	+
ENSG00000197245.4	FAM110D	chr1	26159020	26162628	+
ENSG00000142684.7	ZNF593	chr1	26169871	26172060	+
ENSG00000236782.4	RP11-96L14.7	chr1	26169947	26171821	-
ENSG00000142675.16	CNKSR1	chr1	26177403	26189886	+
ENSG00000188782.6	CATSPER4	chr1	26190561	26202968	+
ENSG00000236155.5	RP11-231P20.2	chr1	26209741	26229840	+
ENSG00000278572.1	RP11-231P20.6	chr1	26218581	26220476	-
ENSG00000130695.12	CEP85	chr1	26234153	26279038	+
ENSG00000270733.1	RP11-231P20.5	chr1	26263041	26263398	-
ENSG00000142669.12	SH3BGRL3	chr1	26279176	26281522	+
ENSG00000158062.19	UBXN11	chr1	26281328	26318363	-
ENSG00000169442.7	CD52	chr1	26317957	26320523	+
ENSG00000176092.12	AIM1L	chr1	26321859	26354130	-
ENSG00000225854.2	RP11-569G9.7	chr1	26326688	26327033	+
ENSG00000176083.16	ZNF683	chr1	26361634	26374522	-
ENSG00000131914.9	LIN28A	chr1	26410778	26429722	+
ENSG00000117682.15	DHDDS	chr1	26432282	26471294	+
ENSG00000223583.1	RP3-476K8.4	chr1	26454653	26455187	-
